Year ,zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000
2008,44114,813930,30,12,6,9,3,0,0,0,0,0
2008,44115,813930,21,6,6,3,4,2,0,0,0,0
2008,44114,813940,3,3,0,0,0,0,0,0,0,0
2008,44115,813940,1,1,0,0,0,0,0,0,0,0
2008,44113,813990,4,1,1,2,0,0,0,0,0,0
2008,44114,813990,2,1,1,0,0,0,0,0,0,0
2008,44115,813990,1,1,0,0,0,0,0,0,0,0
2008,44113,------,1341,689,263,181,152,26,21,7,1,1
2008,44114,------,1540,700,293,195,181,93,53,14,8,3
2008,44115,------,890,346,174,146,124,44,31,14,6,5
2009,44114,212210,1,0,1,0,0,0,0,0,0,0
2009,44114,212319,1,1,0,0,0,0,0,0,0,0
2009,44113,212393,2,0,1,0,0,0,1,0,0,0
2009,44114,221119,1,0,1,0,0,0,0,0,0,0
2009,44114,221122,3,2,0,0,0,1,0,0,0,0
2009,44114,221330,1,0,0,0,1,0,0,0,0,0
2009,44113,236115,3,2,0,0,1,0,0,0,0,0
2009,44115,236115,1,1,0,0,0,0,0,0,0,0
2009,44115,236117,2,1,0,1,0,0,0,0,0,0
2009,44113,236118,3,3,0,0,0,0,0,0,0,0
2009,44114,236118,3,2,1,0,0,0,0,0,0,0
2009,44115,236118,1,1,0,0,0,0,0,0,0,0
2009,44113,236210,1,0,0,0,0,0,0,1,0,0
2009,44113,236220,4,0,1,1,2,0,0,0,0,0
2009,44114,236220,12,3,2,1,5,1,0,0,0,0
2009,44115,236220,5,2,2,1,0,0,0,0,0,0
2009,44113,237110,1,0,0,1,0,0,0,0,0,0
2009,44113,237210,1,0,0,0,1,0,0,0,0,0
2009,44114,237210,1,1,0,0,0,0,0,0,0,0
2009,44114,237990,1,1,0,0,0,0,0,0,0,0
2009,44114,238110,1,0,1,0,0,0,0,0,0,0
2009,44114,238120,1,1,0,0,0,0,0,0,0,0
2009,44113,238140,2,1,1,0,0,0,0,0,0,0
2009,44115,238150,1,0,0,1,0,0,0,0,0,0
2009,44113,238170,1,1,0,0,0,0,0,0,0,0
2009,44113,238190,1,0,0,1,0,0,0,0,0,0
2009,44113,238210,1,0,1,0,0,0,0,0,0,0
2009,44114,238210,3,1,0,0,1,1,0,0,0,0
2009,44115,238210,2,1,0,1,0,0,0,0,0,0
2009,44113,238220,2,2,0,0,0,0,0,0,0,0
2009,44114,238220,11,2,3,1,4,0,1,0,0,0
2009,44115,238220,2,1,1,0,0,0,0,0,0,0
2009,44114,238290,3,0,0,2,0,1,0,0,0,0
2009,44113,238310,1,0,1,0,0,0,0,0,0,0
2009,44114,238310,1,1,0,0,0,0,0,0,0,0
2009,44113,238320,2,0,1,0,1,0,0,0,0,0
2009,44114,238320,2,0,0,1,1,0,0,0,0,0
2009,44113,238330,1,1,0,0,0,0,0,0,0,0
2009,44114,238330,2,2,0,0,0,0,0,0,0,0
2009,44113,238350,1,0,0,0,1,0,0,0,0,0
2009,44114,238350,1,0,1,0,0,0,0,0,0,0
2009,44113,238390,1,0,1,0,0,0,0,0,0,0
2009,44113,238910,3,1,1,1,0,0,0,0,0,0
2009,44113,238990,1,0,0,0,1,0,0,0,0,0
2009,44113,311211,1,0,0,0,1,0,0,0,0,0
2009,44114,311412,1,1,0,0,0,0,0,0,0,0
2009,44113,311612,1,1,0,0,0,0,0,0,0,0
2009,44114,311811,2,1,1,0,0,0,0,0,0,0
2009,44113,311812,1,1,0,0,0,0,0,0,0,0
2009,44115,311812,1,0,0,0,0,1,0,0,0,0
2009,44113,311941,1,0,0,1,0,0,0,0,0,0
2009,44113,311942,1,0,0,0,0,0,1,0,0,0
2009,44113,311991,1,0,0,1,0,0,0,0,0,0
2009,44115,314121,1,0,1,0,0,0,0,0,0,0
2009,44113,314912,1,0,0,0,1,0,0,0,0,0
2009,44115,315222,1,1,0,0,0,0,0,0,0,0
2009,44115,315991,1,0,0,0,0,1,0,0,0,0
2009,44115,316991,1,0,1,0,0,0,0,0,0,0
2009,44113,321213,1,0,1,0,0,0,0,0,0,0
2009,44114,321920,1,0,0,0,1,0,0,0,0,0
2009,44113,322212,1,0,0,0,1,0,0,0,0,0
2009,44115,322212,1,0,0,1,0,0,0,0,0,0
2009,44114,322222,1,0,0,0,0,1,0,0,0,0
2009,44114,322233,1,0,0,0,0,0,1,0,0,0
2009,44113,323110,4,0,2,1,1,0,0,0,0,0
2009,44114,323110,9,2,1,3,2,0,1,0,0,0
2009,44115,323110,1,1,0,0,0,0,0,0,0,0
2009,44114,323113,1,0,1,0,0,0,0,0,0,0
2009,44114,323114,1,1,0,0,0,0,0,0,0,0
2009,44115,323115,2,0,2,0,0,0,0,0,0,0
2009,44113,323116,1,1,0,0,0,0,0,0,0,0
2009,44114,323117,1,1,0,0,0,0,0,0,0,0
2009,44114,323118,1,0,1,0,0,0,0,0,0,0
2009,44113,323121,2,2,0,0,0,0,0,0,0,0
2009,44114,323121,1,1,0,0,0,0,0,0,0,0
2009,44113,323122,1,0,0,1,0,0,0,0,0,0
2009,44114,323122,3,1,1,1,0,0,0,0,0,0
2009,44115,323122,2,2,0,0,0,0,0,0,0,0
2009,44113,324191,1,1,0,0,0,0,0,0,0,0
2009,44113,325120,1,0,0,1,0,0,0,0,0,0
2009,44113,325182,1,1,0,0,0,0,0,0,0,0
2009,44115,325188,1,0,0,1,0,0,0,0,0,0
2009,44113,325199,1,0,0,1,0,0,0,0,0,0
2009,44114,325199,1,0,1,0,0,0,0,0,0,0
2009,44115,325211,1,1,0,0,0,0,0,0,0,0
2009,44113,325510,1,0,0,1,0,0,0,0,0,0
2009,44114,325520,1,0,0,0,0,1,0,0,0,0
2009,44115,325611,1,0,1,0,0,0,0,0,0,0
2009,44114,325612,1,1,0,0,0,0,0,0,0,0
2009,44114,325910,1,0,0,1,0,0,0,0,0,0
2009,44114,325998,2,0,0,0,0,1,1,0,0,0
2009,44113,326199,2,0,2,0,0,0,0,0,0,0
2009,44115,326199,1,0,0,0,0,1,0,0,0,0
2009,44114,327122,1,1,0,0,0,0,0,0,0,0
2009,44113,327212,1,0,0,0,1,0,0,0,0,0
2009,44113,327310,1,1,0,0,0,0,0,0,0,0
2009,44113,327390,1,0,1,0,0,0,0,0,0,0
2009,44113,327910,1,1,0,0,0,0,0,0,0,0
2009,44114,327999,1,0,0,0,0,1,0,0,0,0
2009,44114,331421,1,1,0,0,0,0,0,0,0,0
2009,44113,331492,1,1,0,0,0,0,0,0,0,0
2009,44114,331521,1,0,1,0,0,0,0,0,0,0
2009,44113,331524,1,0,0,0,1,0,0,0,0,0
2009,44115,331525,1,0,0,0,1,0,0,0,0,0
2009,44113,332116,1,0,0,1,0,0,0,0,0,0
2009,44114,332116,1,0,0,1,0,0,0,0,0,0
2009,44113,332212,1,1,0,0,0,0,0,0,0,0
2009,44113,332313,1,1,0,0,0,0,0,0,0,0
2009,44115,332313,1,0,1,0,0,0,0,0,0,0
2009,44113,332322,4,1,1,2,0,0,0,0,0,0
2009,44114,332322,1,1,0,0,0,0,0,0,0,0
2009,44113,332323,2,2,0,0,0,0,0,0,0,0
2009,44114,332323,1,0,1,0,0,0,0,0,0,0
2009,44115,332420,1,0,1,0,0,0,0,0,0,0
2009,44114,332611,1,1,0,0,0,0,0,0,0,0
2009,44113,332618,1,0,1,0,0,0,0,0,0,0
2009,44113,332710,7,3,3,1,0,0,0,0,0,0
2009,44114,332710,4,0,3,0,1,0,0,0,0,0
2009,44113,332721,2,0,2,0,0,0,0,0,0,0
2009,44113,332811,2,1,0,0,1,0,0,0,0,0
2009,44114,332811,2,0,0,2,0,0,0,0,0,0
2009,44115,332811,1,0,0,0,1,0,0,0,0,0
2009,44114,332812,1,0,1,0,0,0,0,0,0,0
2009,44113,332813,1,1,0,0,0,0,0,0,0,0
2009,44114,332813,3,2,0,1,0,0,0,0,0,0
2009,44113,332911,1,1,0,0,0,0,0,0,0,0
2009,44114,332997,1,0,0,0,0,0,1,0,0,0
2009,44113,332999,2,0,0,1,0,0,1,0,0,0
2009,44114,333120,1,0,0,0,0,1,0,0,0,0
2009,44113,333298,1,0,1,0,0,0,0,0,0,0
2009,44114,333319,1,1,0,0,0,0,0,0,0,0
2009,44113,333511,1,0,1,0,0,0,0,0,0,0
2009,44113,333514,2,0,1,1,0,0,0,0,0,0
2009,44113,333515,1,0,0,1,0,0,0,0,0,0
2009,44114,333518,1,1,0,0,0,0,0,0,0,0
2009,44114,333612,2,0,1,0,0,0,1,0,0,0
2009,44114,333618,1,0,0,0,0,0,1,0,0,0
2009,44113,333922,1,0,0,1,0,0,0,0,0,0
2009,44113,333992,1,0,1,0,0,0,0,0,0,0
2009,44113,333994,1,0,1,0,0,0,0,0,0,0
2009,44115,333994,1,1,0,0,0,0,0,0,0,0
2009,44114,333999,1,0,1,0,0,0,0,0,0,0
2009,44114,334210,1,0,0,0,1,0,0,0,0,0
2009,44114,334220,1,0,0,0,1,0,0,0,0,0
2009,44114,334510,1,0,1,0,0,0,0,0,0,0
2009,44114,334515,1,0,0,1,0,0,0,0,0,0
2009,44114,334519,1,1,0,0,0,0,0,0,0,0
2009,44114,335110,1,0,0,1,0,0,0,0,0,0
2009,44113,335121,1,0,1,0,0,0,0,0,0,0
2009,44114,335121,1,1,0,0,0,0,0,0,0,0
2009,44115,335122,1,0,0,1,0,0,0,0,0,0
2009,44113,335211,1,1,0,0,0,0,0,0,0,0
2009,44113,335999,1,1,0,0,0,0,0,0,0,0
2009,44114,336311,1,0,1,0,0,0,0,0,0,0
2009,44115,336322,1,1,0,0,0,0,0,0,0,0
2009,44113,336370,2,0,0,1,1,0,0,0,0,0
2009,44113,336611,1,0,0,0,1,0,0,0,0,0
2009,44114,337110,1,1,0,0,0,0,0,0,0,0
2009,44114,337211,1,0,0,1,0,0,0,0,0,0
2009,44113,337212,1,0,1,0,0,0,0,0,0,0
2009,44114,337212,1,0,1,0,0,0,0,0,0,0
2009,44114,337214,1,0,0,0,1,0,0,0,0,0
2009,44113,339112,1,0,0,0,1,0,0,0,0,0
2009,44114,339112,1,0,0,1,0,0,0,0,0,0
2009,44115,339116,1,0,0,0,1,0,0,0,0,0
2009,44114,339914,1,1,0,0,0,0,0,0,0,0
2009,44114,339943,1,0,0,0,1,0,0,0,0,0
2009,44114,339950,1,0,0,0,1,0,0,0,0,0
2009,44114,339991,1,0,0,1,0,0,0,0,0,0
2009,44114,339992,2,0,0,2,0,0,0,0,0,0
2009,44114,339994,1,0,0,0,0,1,0,0,0,0
2009,44113,339995,1,0,1,0,0,0,0,0,0,0
2009,44113,339999,1,1,0,0,0,0,0,0,0,0
2009,44114,339999,3,1,0,2,0,0,0,0,0,0
2009,44115,339999,1,0,0,1,0,0,0,0,0,0
2009,44113,423120,4,3,0,0,1,0,0,0,0,0
2009,44114,423120,1,0,0,0,0,0,1,0,0,0
2009,44115,423120,3,2,0,0,1,0,0,0,0,0
2009,44115,423130,1,0,1,0,0,0,0,0,0,0
2009,44113,423140,1,1,0,0,0,0,0,0,0,0
2009,44114,423210,4,0,2,2,0,0,0,0,0,0
2009,44115,423210,2,0,0,2,0,0,0,0,0,0
2009,44113,423220,1,0,1,0,0,0,0,0,0,0
2009,44113,423310,1,0,0,1,0,0,0,0,0,0
2009,44115,423310,1,0,1,0,0,0,0,0,0,0
2009,44113,423320,6,5,1,0,0,0,0,0,0,0
2009,44114,423320,1,0,1,0,0,0,0,0,0,0
2009,44113,423330,1,0,0,0,1,0,0,0,0,0
2009,44114,423390,1,0,0,1,0,0,0,0,0,0
2009,44113,423410,1,0,1,0,0,0,0,0,0,0
2009,44114,423420,8,3,3,1,1,0,0,0,0,0
2009,44115,423420,4,1,0,2,1,0,0,0,0,0
2009,44113,423430,2,2,0,0,0,0,0,0,0,0
2009,44114,423430,2,1,0,1,0,0,0,0,0,0
2009,44115,423430,2,2,0,0,0,0,0,0,0,0
2009,44114,423440,2,1,1,0,0,0,0,0,0,0
2009,44115,423440,1,0,0,0,1,0,0,0,0,0
2009,44113,423450,1,1,0,0,0,0,0,0,0,0
2009,44114,423450,1,0,0,0,1,0,0,0,0,0
2009,44115,423450,1,0,0,0,1,0,0,0,0,0
2009,44113,423510,3,0,1,1,1,0,0,0,0,0
2009,44114,423510,9,4,3,2,0,0,0,0,0,0
2009,44115,423510,3,2,1,0,0,0,0,0,0,0
2009,44113,423520,1,1,0,0,0,0,0,0,0,0
2009,44113,423610,1,1,0,0,0,0,0,0,0,0
2009,44114,423610,4,1,2,0,0,1,0,0,0,0
2009,44114,423690,4,2,0,0,2,0,0,0,0,0
2009,44113,423710,1,1,0,0,0,0,0,0,0,0
2009,44114,423710,1,0,0,1,0,0,0,0,0,0
2009,44113,423720,1,1,0,0,0,0,0,0,0,0
2009,44114,423730,3,2,1,0,0,0,0,0,0,0
2009,44115,423730,1,0,0,0,1,0,0,0,0,0
2009,44114,423740,2,0,1,1,0,0,0,0,0,0
2009,44113,423830,4,0,1,2,1,0,0,0,0,0
2009,44114,423830,5,0,2,3,0,0,0,0,0,0
2009,44115,423830,4,0,0,0,3,1,0,0,0,0
2009,44113,423840,1,0,1,0,0,0,0,0,0,0
2009,44114,423840,3,2,0,0,1,0,0,0,0,0
2009,44115,423840,1,0,0,0,0,0,0,1,0,0
2009,44114,423850,5,2,0,2,0,0,0,0,1,0
2009,44114,423910,1,0,0,0,1,0,0,0,0,0
2009,44113,423920,1,0,0,1,0,0,0,0,0,0
2009,44113,423930,3,0,1,1,1,0,0,0,0,0
2009,44114,423930,2,1,0,0,1,0,0,0,0,0
2009,44115,423930,1,1,0,0,0,0,0,0,0,0
2009,44114,423940,6,3,3,0,0,0,0,0,0,0
2009,44115,423940,2,1,0,1,0,0,0,0,0,0
2009,44114,423990,1,1,0,0,0,0,0,0,0,0
2009,44113,424120,1,0,1,0,0,0,0,0,0,0
2009,44114,424120,3,2,1,0,0,0,0,0,0,0
2009,44113,424130,1,0,1,0,0,0,0,0,0,0
2009,44114,424130,1,0,0,1,0,0,0,0,0,0
2009,44115,424210,1,1,0,0,0,0,0,0,0,0
2009,44113,424310,1,0,1,0,0,0,0,0,0,0
2009,44114,424320,1,1,0,0,0,0,0,0,0,0
2009,44114,424330,1,1,0,0,0,0,0,0,0,0
2009,44114,424340,1,0,1,0,0,0,0,0,0,0
2009,44113,424410,1,1,0,0,0,0,0,0,0,0
2009,44115,424430,1,0,1,0,0,0,0,0,0,0
2009,44115,424440,1,0,1,0,0,0,0,0,0,0
2009,44113,424450,1,1,0,0,0,0,0,0,0,0
2009,44115,424460,1,1,0,0,0,0,0,0,0,0
2009,44115,424470,1,0,0,1,0,0,0,0,0,0
2009,44115,424480,11,1,3,3,2,1,1,0,0,0
2009,44113,424490,1,1,0,0,0,0,0,0,0,0
2009,44114,424490,3,2,1,0,0,0,0,0,0,0
2009,44113,424610,1,1,0,0,0,0,0,0,0,0
2009,44114,424610,2,0,1,1,0,0,0,0,0,0
2009,44113,424690,5,2,1,2,0,0,0,0,0,0
2009,44114,424690,1,0,0,1,0,0,0,0,0,0
2009,44113,424710,2,1,0,0,1,0,0,0,0,0
2009,44115,424710,2,0,1,1,0,0,0,0,0,0
2009,44114,424720,1,1,0,0,0,0,0,0,0,0
2009,44115,424720,1,0,1,0,0,0,0,0,0,0
2009,44114,424810,1,0,0,0,0,0,1,0,0,0
2009,44113,424820,1,0,0,0,1,0,0,0,0,0
2009,44114,424820,2,1,0,1,0,0,0,0,0,0
2009,44113,424920,1,1,0,0,0,0,0,0,0,0
2009,44114,424920,5,0,3,0,1,0,1,0,0,0
2009,44115,424920,1,1,0,0,0,0,0,0,0,0
2009,44114,424930,2,1,0,0,1,0,0,0,0,0
2009,44115,424930,1,0,0,1,0,0,0,0,0,0
2009,44115,424940,1,0,0,0,1,0,0,0,0,0
2009,44115,424950,2,0,0,0,0,1,0,0,1,0
2009,44113,424990,1,1,0,0,0,0,0,0,0,0
2009,44114,424990,3,1,1,0,1,0,0,0,0,0
2009,44115,424990,1,0,1,0,0,0,0,0,0,0
2009,44113,425120,3,3,0,0,0,0,0,0,0,0
2009,44114,425120,4,3,0,1,0,0,0,0,0,0
2009,44115,425120,1,0,0,1,0,0,0,0,0,0
2009,44115,441110,1,0,0,0,0,1,0,0,0,0
2009,44113,441120,5,5,0,0,0,0,0,0,0,0
2009,44113,441222,1,0,0,0,1,0,0,0,0,0
2009,44114,441222,2,0,1,1,0,0,0,0,0,0
2009,44113,441310,2,1,1,0,0,0,0,0,0,0
2009,44114,441310,1,0,1,0,0,0,0,0,0,0
2009,44113,441320,2,1,1,0,0,0,0,0,0,0
2009,44114,441320,2,0,1,1,0,0,0,0,0,0
2009,44115,441320,1,0,1,0,0,0,0,0,0,0
2009,44113,442110,3,3,0,0,0,0,0,0,0,0
2009,44114,442110,3,1,0,2,0,0,0,0,0,0
2009,44115,442110,4,1,0,0,3,0,0,0,0,0
2009,44113,442210,1,1,0,0,0,0,0,0,0,0
2009,44114,442299,1,1,0,0,0,0,0,0,0,0
2009,44115,442299,1,1,0,0,0,0,0,0,0,0
2009,44113,443112,2,1,1,0,0,0,0,0,0,0
2009,44114,443112,4,4,0,0,0,0,0,0,0,0
2009,44115,443112,1,0,0,1,0,0,0,0,0,0
2009,44113,443120,2,0,2,0,0,0,0,0,0,0
2009,44114,443120,1,0,1,0,0,0,0,0,0,0
2009,44115,443130,1,0,0,1,0,0,0,0,0,0
2009,44114,444120,1,0,1,0,0,0,0,0,0,0
2009,44115,444120,1,1,0,0,0,0,0,0,0,0
2009,44114,444130,2,1,0,1,0,0,0,0,0,0
2009,44113,444190,2,1,0,1,0,0,0,0,0,0
2009,44114,444190,4,3,0,1,0,0,0,0,0,0
2009,44113,445110,10,7,1,1,1,0,0,0,0,0
2009,44114,445110,8,2,1,2,2,0,0,1,0,0
2009,44115,445110,3,1,2,0,0,0,0,0,0,0
2009,44113,445120,7,7,0,0,0,0,0,0,0,0
2009,44114,445120,5,5,0,0,0,0,0,0,0,0
2009,44115,445120,2,2,0,0,0,0,0,0,0,0
2009,44113,445210,12,9,3,0,0,0,0,0,0,0
2009,44113,445220,2,2,0,0,0,0,0,0,0,0
2009,44114,445220,1,1,0,0,0,0,0,0,0,0
2009,44113,445230,3,3,0,0,0,0,0,0,0,0
2009,44114,445230,1,1,0,0,0,0,0,0,0,0
2009,44113,445291,4,2,1,1,0,0,0,0,0,0
2009,44113,445292,2,1,1,0,0,0,0,0,0,0
2009,44113,445299,6,6,0,0,0,0,0,0,0,0
2009,44114,445299,2,2,0,0,0,0,0,0,0,0
2009,44113,445310,3,0,2,1,0,0,0,0,0,0
2009,44114,445310,1,1,0,0,0,0,0,0,0,0
2009,44115,445310,1,0,1,0,0,0,0,0,0,0
2009,44113,446110,2,1,1,0,0,0,0,0,0,0
2009,44114,446110,2,0,0,2,0,0,0,0,0,0
2009,44115,446110,1,0,1,0,0,0,0,0,0,0
2009,44113,446120,3,1,0,2,0,0,0,0,0,0
2009,44114,446120,1,1,0,0,0,0,0,0,0,0
2009,44114,446130,1,0,1,0,0,0,0,0,0,0
2009,44115,446130,1,0,1,0,0,0,0,0,0,0
2009,44113,446191,1,1,0,0,0,0,0,0,0,0
2009,44114,446191,3,3,0,0,0,0,0,0,0,0
2009,44113,447110,4,3,1,0,0,0,0,0,0,0
2009,44114,447110,3,0,3,0,0,0,0,0,0,0
2009,44115,447110,2,1,1,0,0,0,0,0,0,0
2009,44113,447190,1,0,1,0,0,0,0,0,0,0
2009,44114,447190,1,1,0,0,0,0,0,0,0,0
2009,44113,448110,2,0,0,1,1,0,0,0,0,0
2009,44114,448110,1,0,1,0,0,0,0,0,0,0
2009,44115,448110,3,2,1,0,0,0,0,0,0,0
2009,44113,448120,7,0,3,4,0,0,0,0,0,0
2009,44113,448130,1,0,0,1,0,0,0,0,0,0
2009,44113,448140,1,0,0,0,1,0,0,0,0,0
2009,44113,448150,2,1,1,0,0,0,0,0,0,0
2009,44115,448150,1,1,0,0,0,0,0,0,0,0
2009,44113,448190,1,0,0,1,0,0,0,0,0,0
2009,44114,448190,3,3,0,0,0,0,0,0,0,0
2009,44115,448190,1,0,1,0,0,0,0,0,0,0
2009,44113,448210,9,3,6,0,0,0,0,0,0,0
2009,44114,448210,1,0,0,0,1,0,0,0,0,0
2009,44115,448210,1,1,0,0,0,0,0,0,0,0
2009,44113,448310,2,2,0,0,0,0,0,0,0,0
2009,44114,448310,3,3,0,0,0,0,0,0,0,0
2009,44115,448310,4,2,1,1,0,0,0,0,0,0
2009,44115,448320,1,1,0,0,0,0,0,0,0,0
2009,44113,451110,1,0,0,1,0,0,0,0,0,0
2009,44114,451110,3,2,0,1,0,0,0,0,0,0
2009,44113,451211,1,0,1,0,0,0,0,0,0,0
2009,44115,451211,3,0,1,2,0,0,0,0,0,0
2009,44114,451212,2,1,1,0,0,0,0,0,0,0
2009,44113,451220,2,0,2,0,0,0,0,0,0,0
2009,44114,451220,3,0,2,1,0,0,0,0,0,0
2009,44113,452990,2,1,1,0,0,0,0,0,0,0
2009,44114,452990,2,1,1,0,0,0,0,0,0,0
2009,44115,452990,1,0,1,0,0,0,0,0,0,0
2009,44114,453110,1,0,1,0,0,0,0,0,0,0
2009,44114,453210,1,1,0,0,0,0,0,0,0,0
2009,44113,453220,7,4,3,0,0,0,0,0,0,0
2009,44114,453220,5,2,1,1,0,1,0,0,0,0
2009,44115,453220,2,1,1,0,0,0,0,0,0,0
2009,44113,453310,2,0,0,1,1,0,0,0,0,0
2009,44115,453310,1,1,0,0,0,0,0,0,0,0
2009,44113,453920,1,1,0,0,0,0,0,0,0,0
2009,44114,453920,1,1,0,0,0,0,0,0,0,0
2009,44115,453991,3,2,1,0,0,0,0,0,0,0
2009,44113,453998,1,1,0,0,0,0,0,0,0,0
2009,44114,453998,1,1,0,0,0,0,0,0,0,0
2009,44113,454111,2,1,0,1,0,0,0,0,0,0
2009,44114,454111,1,0,1,0,0,0,0,0,0,0
2009,44115,454111,1,0,1,0,0,0,0,0,0,0
2009,44113,454210,1,1,0,0,0,0,0,0,0,0
2009,44114,454210,1,1,0,0,0,0,0,0,0,0
2009,44115,454210,1,0,0,1,0,0,0,0,0,0
2009,44115,454311,1,1,0,0,0,0,0,0,0,0
2009,44113,454390,1,0,1,0,0,0,0,0,0,0
2009,44114,454390,3,1,2,0,0,0,0,0,0,0
2009,44114,481211,1,0,0,1,0,0,0,0,0,0
2009,44114,481219,2,2,0,0,0,0,0,0,0,0
2009,44113,483211,1,0,1,0,0,0,0,0,0,0
2009,44113,484110,3,1,0,2,0,0,0,0,0,0
2009,44114,484110,3,1,2,0,0,0,0,0,0,0
2009,44115,484110,3,1,0,1,1,0,0,0,0,0
2009,44113,484121,3,3,0,0,0,0,0,0,0,0
2009,44115,484121,1,0,1,0,0,0,0,0,0,0
2009,44113,484122,1,1,0,0,0,0,0,0,0,0
2009,44114,484122,1,1,0,0,0,0,0,0,0,0
2009,44113,484210,1,0,1,0,0,0,0,0,0,0
2009,44114,484210,2,1,1,0,0,0,0,0,0,0
2009,44113,484220,4,3,1,0,0,0,0,0,0,0
2009,44113,484230,1,0,0,1,0,0,0,0,0,0
2009,44114,485210,1,0,0,0,0,1,0,0,0,0
2009,44113,485310,1,0,0,0,1,0,0,0,0,0
2009,44114,485320,1,1,0,0,0,0,0,0,0,0
2009,44114,485991,2,1,0,0,0,1,0,0,0,0
2009,44114,485999,1,1,0,0,0,0,0,0,0,0
2009,44113,487110,1,0,0,1,0,0,0,0,0,0
2009,44113,487210,1,1,0,0,0,0,0,0,0,0
2009,44114,487210,1,0,1,0,0,0,0,0,0,0
2009,44114,488190,1,0,0,0,1,0,0,0,0,0
2009,44113,488210,1,1,0,0,0,0,0,0,0,0
2009,44114,488320,1,0,0,1,0,0,0,0,0,0
2009,44113,488410,1,0,0,1,0,0,0,0,0,0
2009,44114,488410,3,0,0,3,0,0,0,0,0,0
2009,44113,488490,1,0,0,1,0,0,0,0,0,0
2009,44113,488510,3,2,0,1,0,0,0,0,0,0
2009,44114,488510,1,1,0,0,0,0,0,0,0,0
2009,44115,488510,1,0,1,0,0,0,0,0,0,0
2009,44113,488991,1,0,0,0,1,0,0,0,0,0
2009,44114,492110,1,0,1,0,0,0,0,0,0,0
2009,44114,493110,5,1,2,1,1,0,0,0,0,0
2009,44115,493110,1,0,1,0,0,0,0,0,0,0
2009,44115,493120,1,0,0,1,0,0,0,0,0,0
2009,44113,493190,2,1,0,0,1,0,0,0,0,0
2009,44113,511110,3,2,0,0,1,0,0,0,0,0
2009,44114,511110,2,0,1,0,0,0,0,0,0,1
2009,44115,511110,2,1,0,0,1,0,0,0,0,0
2009,44113,511120,1,0,0,0,1,0,0,0,0,0
2009,44114,511120,4,1,0,0,2,1,0,0,0,0
2009,44115,511120,3,0,1,1,0,1,0,0,0,0
2009,44113,511130,1,1,0,0,0,0,0,0,0,0
2009,44114,511130,2,0,1,1,0,0,0,0,0,0
2009,44115,511130,1,1,0,0,0,0,0,0,0,0
2009,44114,511140,1,0,1,0,0,0,0,0,0,0
2009,44115,511140,1,0,0,1,0,0,0,0,0,0
2009,44113,511210,1,0,0,1,0,0,0,0,0,0
2009,44114,511210,2,1,0,1,0,0,0,0,0,0
2009,44115,511210,1,0,1,0,0,0,0,0,0,0
2009,44113,512110,3,0,0,1,2,0,0,0,0,0
2009,44114,512110,2,2,0,0,0,0,0,0,0,0
2009,44115,512110,2,0,1,1,0,0,0,0,0,0
2009,44113,512131,3,1,1,0,1,0,0,0,0,0
2009,44115,512191,1,1,0,0,0,0,0,0,0,0
2009,44114,512230,1,1,0,0,0,0,0,0,0,0
2009,44114,512240,1,1,0,0,0,0,0,0,0,0
2009,44115,512240,1,0,1,0,0,0,0,0,0,0
2009,44114,515112,4,0,0,1,2,1,0,0,0,0
2009,44115,515112,3,0,0,0,3,0,0,0,0,0
2009,44114,515120,4,1,0,0,0,1,2,0,0,0
2009,44115,515120,2,0,0,0,0,0,2,0,0,0
2009,44114,515210,1,0,1,0,0,0,0,0,0,0
2009,44115,515210,1,0,0,1,0,0,0,0,0,0
2009,44113,517110,5,1,3,0,1,0,0,0,0,0
2009,44114,517110,20,8,1,2,2,5,0,2,0,0
2009,44115,517110,11,5,1,2,1,1,1,0,0,0
2009,44113,517210,1,1,0,0,0,0,0,0,0,0
2009,44114,517210,2,0,1,1,0,0,0,0,0,0
2009,44115,517210,1,0,1,0,0,0,0,0,0,0
2009,44114,517911,1,1,0,0,0,0,0,0,0,0
2009,44115,517919,1,1,0,0,0,0,0,0,0,0
2009,44113,518210,2,1,0,0,1,0,0,0,0,0
2009,44114,518210,1,1,0,0,0,0,0,0,0,0
2009,44115,518210,8,3,3,0,1,0,1,0,0,0
2009,44114,519110,3,0,1,1,0,0,1,0,0,0
2009,44113,519130,2,0,1,0,1,0,0,0,0,0
2009,44114,519130,2,2,0,0,0,0,0,0,0,0
2009,44115,519130,1,1,0,0,0,0,0,0,0,0
2009,44115,519190,1,0,1,0,0,0,0,0,0,0
2009,44114,521110,1,0,0,0,0,0,0,0,1,0
2009,44113,522110,9,0,7,0,0,1,1,0,0,0
2009,44114,522110,32,8,9,2,5,2,2,2,0,2
2009,44115,522110,7,1,1,1,1,1,1,0,0,1
2009,44113,522120,2,0,2,0,0,0,0,0,0,0
2009,44114,522120,5,2,1,0,1,0,1,0,0,0
2009,44113,522130,3,3,0,0,0,0,0,0,0,0
2009,44114,522130,5,1,2,1,1,0,0,0,0,0
2009,44115,522130,9,7,0,0,2,0,0,0,0,0
2009,44113,522220,1,1,0,0,0,0,0,0,0,0
2009,44114,522220,8,7,1,0,0,0,0,0,0,0
2009,44115,522220,1,1,0,0,0,0,0,0,0,0
